Edos List,,,,,,,,,,,
#,state,city,test code,test name,mrp,group,specimen type,method,temp,test schedule,tat
964,Maharashtra,Mumbai,POP019,test_964,3600,C4,"2 ml Fluoride Plasma, 3 ml EDTA Whole Blood, 3 ml Serum & 10 ml Urine",As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,3rd Day 6 pm
965,Maharashtra,Mumbai,POP027,test_965,1950,C4,"3 ml EDTA whole blood, 2 ml Fluoride Plasma, 5 ml Serum, 10 ml Urine",As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
966,Maharashtra,Mumbai,GENP-O-159,test_966,6800,C6,4 ml Blood in Sodium Heparin,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
967,Maharashtra,Mumbai,IMMU-O-011,test_967,2100,C5,3 ml Serum,CLIA,2 - 8 °C,Daily 5 pm,3rd Day 7 pm
968,Maharashtra,Mumbai,POP026,test_968,4650,C5,4 ml Serum,As per indvidual test,2 - 8 °C,Mon & Thu 6 pm,3rd day 8 pm
969,Maharashtra,Mumbai,BIOC041,test_969,2450,C5,2 ml Serum,Immunoblot,2 - 8 °C,Daily 12 pm,Same Day
970,Maharashtra,Mumbai,POP024,test_970,1650,C4,"3 ml of blood in EDTA, 5 ml of serum",As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,Same day
971,Maharashtra,Mumbai,POP344,test_971,6000,C4,"3 ml EDTA Whole blood, 5ml of serum",As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,3rd day 5 pm
972,Maharashtra,Mumbai,POP346,test_972,3100,C4,"3 ml EDTA Whole blood, 5 ml of serum",As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,3rd day 5 pm
973,Maharashtra,Mumbai,ELISA004,test_973,5200,C6,3 ml Serum,EIA,2 - 8 °C,Daily 6 pm,Next Day 8 pm
974,Maharashtra,Mumbai,BIOC040,test_974,1000,C2,2 ml Serum,IFA,2 - 8 °C,Mon / Wed / Sat 1 pm,Same Day
975,Maharashtra,Mumbai,BIOC039,test_975,3400,C2,2 ml Serum,Blot,2 - 8 °C,Mon / Wed / Sat 1 pm,Same Day
976,Maharashtra,Mumbai,BIOC038,test_976,4300,C6,3 ml Serum,Nephelometry,2 - 8 °C,Mon 6 pm,3rd day 8 pm
977,Maharashtra,Mumbai,BIOC034,test_977,590,C3,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
978,Maharashtra,Mumbai,SERO-O-085,test_978,1500,C5,2 ml Serum,EIA,2 - 8 °C,Tue / Thu / Fri 3 pm,Next day 9 pm
979,Maharashtra,Mumbai,GENP-O-145,test_979,12000,C6,20 - 30 ml Amniotic Fluid in Sterile Container,Cell Culture + FISH,2 - 8 °C,Daily 2 pm,22nd Day 9 pm
980,Maharashtra,Mumbai,BIOC033,test_980,1700,C3,2 ml Heparinised Plasma,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
981,Maharashtra,Mumbai,PATHO58,test_981,4300,C5,2 ml EDTA Whole Blood/ 1 drop of Heel prick on 3 spot of DBS Card,TMS,2 - 8 °C,Tue / Thu / Sat 3 pm,3rd Day
982,Maharashtra,Mumbai,ELISA-O-009,test_982,1350,C5,2 ml Sodium Heparin Plasma,Thin Layer Chromatography,2 - 8 °C,Tue / Thu / Sat 3 pm,3rd Day
983,Maharashtra,Mumbai,POP174,test_983,3700,C4,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
984,Maharashtra,Mumbai,IMMU003,test_984,2100,C3,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
985,Maharashtra,Mumbai,BIOC-O-028,test_985,2800,C6,"10 ml Aliquot of 24 Hrs. Urine. No Preservative, Mention volume",ICPMS,2 - 8 °C,Daily 5 pm,4th Day 7 pm
986,Maharashtra,Mumbai,BIOC-O-027,test_986,2300,C5,2 ml Serum In Metal Free Vacutainer (Royal Blue tube),ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
987,Maharashtra,Mumbai,BIOC029,test_987,3280,C8,3 ml Serum,Nephelometry,2 - 8 °C,Sat & Wed 6 pm,Mon & Thu 9 pm
988,Maharashtra,Mumbai,BIOC028,test_988,2290,C6,3 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 9 am to 6 pm,Same Day 6 Hrs
989,Maharashtra,Mumbai,BIOC027,test_989,2490,C6,3 ml Serum,Nephelometry,2 - 8 °C,Wed / Sat 5 pm,Thu & Mon 8 pm
990,Maharashtra,Mumbai,IMMUD-O-002,test_990,1250,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 12 pm,Next Day 7 pm
991,Maharashtra,Mumbai,DINUT-O-140,test_991,1250,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 12 pm,Next Day 7 pm
992,Maharashtra,Mumbai,DINUT-O-136,test_992,6600,C6,5 ml Serum,ImmunoCAP,2 - 8 °C,Daily 6 pm,3rd Day 7 pm
993,Maharashtra,Mumbai,DINUT004,test_993,9000,C4,5 ml Serum,ELISA,2 - 8 °C,Daily 6 pm,5th Day 7 pm
994,Maharashtra,Mumbai,DINUT005,test_994,9900,C4,5 ml Serum,ELISA,2 - 8 °C,Daily 9 am to 8 pm,5th Day 7 pm
995,Maharashtra,Mumbai,IMMUD015,test_995,8800,C4,5 ml Serum,ELISA,2 - 8 °C,Daily 6 pm,5th Day 7 pm
996,Maharashtra,Mumbai,DINUT003,test_996,9900,C4,5 ml Serum,ELISA,2 - 8 °C,Daily 6 pm,5th Day 7 pm
997,Maharashtra,Mumbai,DINUT-O-001,test_997,3500,C4,4 ml Serum,ELISA,2 - 8 °C,Daily 9 am to 8 pm,6th Day 6 pm
998,Maharashtra,Mumbai,IMMUD004,test_998,10500,C4,5 ml Serum,ELISA,2 - 8 °C,Daily 6 pm,6th Day 7 pm
999,Maharashtra,Mumbai,DINUT-O-135,test_999,1450,C6,2 ml Serum,Immunocap,2 - 8 °C,Daily 6 pm,Next day 7 pm
1000,Maharashtra,Mumbai,DINUT-O-063,test_1000,1250,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 12 pm,Next Day 7 pm
1001,Maharashtra,Mumbai,DINUT-O-013,test_1001,1450,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 6 pm,Next Day 5 pm
1002,Maharashtra,Mumbai,DINUT-O-012,test_1002,1250,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 12 pm,Next Day 7 pm
1003,Maharashtra,Mumbai,DINUT-O-011,test_1003,1250,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 12 pm,Next Day 7 pm
1004,Maharashtra,Mumbai,DINUT-O-008,test_1004,1250,C6,3 ml serum,Immunocap,2 - 8 °C,Daily 12 pm,Next Day 7 pm
1005,Maharashtra,Mumbai,DINUT-O-134,test_1005,1200,C5,2 ml Serum,immunocap,2 - 8 °C,Daily 3 pm,Next day 7 pm
1006,Maharashtra,Mumbai,SERO-O-053,test_1006,1350,C6,2 ml Serum,EIA,2 - 8 °C,Wed / Sat 6 pm,Fri & Tue 8 pm
1007,Maharashtra,Mumbai,BIOC-O-019,test_1007,2100,C6,3 ml Serum,CLIA,2 - 8 °C,Sat 3 pm,Mon 9 pm
1008,Maharashtra,Mumbai,BIOC025,test_1008,230,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 9 pm,Same Day
1009,Maharashtra,Mumbai,GENP-O-005,test_1009,8500,C6,FFPE Tissue/Paraffin block. Histopathology report Mandatory,FISH,Room Temp,Daily 5 pm,8th Day 8 pm
1010,Maharashtra,Mumbai,GENP-O-003,test_1010,4850,C6,2 ml Bone Marrow in Sodium Heparin,FISH,2 - 8 °C,Daily 5 pm,4th Day 8 pm
1011,Maharashtra,Mumbai,GENP-O-004,test_1011,4850,C6,3 ml Whole Blood in Sodium Heparin,FISH,2 - 8 °C,Daily 5 pm,4th Day 8 pm
1012,Maharashtra,Mumbai,BIOC-O-017,test_1012,7350,C6,3 ml EDTA plasma & 2 ml serum,CLIA,2 - 8 °C,Daily 6 pm,Next Day 7 pm
1013,Maharashtra,Mumbai,ELISA-O-007,test_1013,1900,C5,"5 ml Aliquot Of 24-Hrs. Urine, Add Boric Acid (1G/100 Ml Urine) To The 24-Hrs. Collection, Mention Volume",CLIA,2 - 8 °C,Thu 3 pm,Fri 9 pm
1014,Maharashtra,Mumbai,BIOC-O-015,test_1014,1900,C5,3 ml EDTA Plasma,CLIA,Frozen,Mon & Thu 3 pm,Tue & Fri 9 pm
1015,Maharashtra,Mumbai,BIOC-O-014,test_1015,800,C5,2 ml Serum / 2ml Heparin or EDTA plasma,Spectrophotometry,2 - 8 °C,Wed & Sat 3 pm,Thu & Mon 9 pm
1016,Maharashtra,Mumbai,PATHO08,test_1016,300,C5,2 ml Serum,Tube clotting,2 - 8 °C,Daily 3 pm,Next Day 8 pm
1017,Maharashtra,Mumbai,BIOC-O-013,test_1017,1350,C6,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 6 pm,Next Day 2 pm
1018,Maharashtra,Mumbai,BIOC-O-012,test_1018,1040,C6,"3 ml Serum, always collect in gel vacuatiner & centrifuge seperately",Enzymatic,2 - 8 °C,Daily 6 pm,Next Day 2 pm
1019,Maharashtra,Mumbai,BIOC003,test_1019,600,C1,10 ml 24 Hrs. Urine. No Preservative,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day 5 Hrs
1020,Maharashtra,Mumbai,BIOC024,test_1020,600,C1,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1021,Maharashtra,Mumbai,BIOC021,test_1021,400,C1,"10 ml Aliquot of 24 Hrs. Urine. No Preservative, Mention volume",Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1022,Maharashtra,Mumbai,CIPA002,test_1022,140,C1,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1023,Maharashtra,Mumbai,BIOC184,test_1023,560,C1,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1024,Maharashtra,Mumbai,BIOC020,test_1024,220,C5,2 ml Synovial Fluid,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Next Day 2 pm
1025,Maharashtra,Mumbai,BIOC022,test_1025,230,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1026,Maharashtra,Mumbai,BIOC019,test_1026,280,C1,2 ml Pleural Fluid In Sterile Container,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1027,Maharashtra,Mumbai,BIOC018,test_1027,340,C1,2 ml Ascitic Fluid in Sterile Container,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1028,Maharashtra,Mumbai,MICRO002,test_1028,350,C3,Throat Swab/ Naso-Pharyngeal Swab (1 Swab/ 1 Slide),Microscopy,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1029,Maharashtra,Mumbai,IMMUD003,test_1029,900,C3,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
1030,Maharashtra,Mumbai,IMMU-O-002,test_1030,1040,C6,2 ml CSF in Sterile Container,CLIA,2 - 8 °C,Daily 9 am to 6 pm,Next Day 2 pm
1031,Maharashtra,Mumbai,IMMU-O-001,test_1031,950,C5,"3 ml Amniotic Fluid In Sterile Container, Duly filled form G & duly filled prescription mandatory",CLIA,2 - 8 °C,Daily 3 pm,Next Day 8 pm
1032,Maharashtra,Mumbai,MOLBI019,test_1032,2500,C3,Pure Culture (Mtb Complex) Bottle Or Mgit Tube Or Lj Slant,MGIT,2 - 8 °C,Daily 9 am to 6 pm,21 Days
1033,Maharashtra,Mumbai,MYCBA011,test_1033,400,C3,2-3 ml (All Respiratory And Non Respiratory Samples) In Sterile Container,ZN Stain,2 - 8 °C,Daily 9 am to 6 pm,Next Day
1034,Maharashtra,Mumbai,MYCBA010,test_1034,440,C3,2-3 ml All Respiratory And Non Respiratory Samples,Fluorescent stain and microscopy,2 - 8 °C,Daily 9 am to 6 pm,Next Day 6 pm
1035,Maharashtra,Mumbai,MOLBI018,test_1035,1800,C3,Pulmonary & Extra Pulmonary Specimen,Line Probe Assay,2 - 8 °C,Daily 9 am to 6 pm,4th Day 8 pm
1036,Maharashtra,Mumbai,MYCBA008,test_1036,1050,C3,"2-3 ml Sputum, BAL In Sterile Container",MGIT,2 - 8 °C,Daily 9 am to 6 pm,"AFB Stain Next Day, Preliminary Report 3 Weeks, Final Report 6 Weeks"
1037,Maharashtra,Mumbai,MYCBA002,test_1037,1050,C3,2-3 ml Site Specific Sample In Sterile Container,MGIT,2 - 8 °C,Daily 9 am to 6 pm,"AFB Stain Next Day, Preliminary Report 3 Weeks, Final Report 6 Weeks"
1038,Maharashtra,Mumbai,ELISA-O-006,test_1038,3280,C6,"20 ml Aliquot Of 24 Hr Urine,  Use 10 ml of 6 M HCl, Mention Urine Volume, Do Not Consume Bananas, Pineapple, Chocolates, Coffee, Icecream,  High Diet in Cereals & Vanilla, Potato & B complex. 48 hrs before collection, Need CT scan, USG report & medication detail",EIA,2 - 8 °C,Tue 6 pm,Thu 8 pm
1039,Maharashtra,Mumbai,ELISA-O-005,test_1039,3800,C6,"3 ml EDTA Plasma , Do Not Consume Bananas, Pineapple, Chocolates, Coffee, Icecream, High Diet in Cereals & Vanilla, Potato & B complex. 48 hrs before collection, Need CT scan, USG report & medication detail",EIA,2 - 8 °C,Tue 6 pm,Thu 8 pm
1040,Maharashtra,Mumbai,ELISA-O-004,test_1040,3150,C6,3 ml Serum,EIA,2 - 8 °C,Tue 6 pm,Wed 10 pm
1041,Maharashtra,Mumbai,ELISA-O-003,test_1041,5720,C6,"3 ml EDTA Plasma to be sent in Aliquot Tube at frozen temperature, Fasting Mandatory",EIA,Frozen,Sat 6 pm,Tue 9 pm
1042,Maharashtra,Mumbai,ELISA-O-002,test_1042,1750,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,Thu 9 pm
1043,Maharashtra,Mumbai,ELISA-O-001,test_1043,1750,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,Thu 9 pm
1044,Maharashtra,Mumbai,BIOC009,test_1044,800,C3,2 ml Serum,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1045,Maharashtra,Mumbai,BIOC017,test_1045,800,C3,Synovial Fluid in Sterile container,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Next Day 4 pm
1046,Maharashtra,Mumbai,BIOC016,test_1046,800,C3,2 ml Serum,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1047,Maharashtra,Mumbai,BIOC015,test_1047,800,C3,2 ml Pleural Fluid In Sterile Container,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1048,Maharashtra,Mumbai,BIOC014,test_1048,800,C3,2 ml Peritoneal Fluid In Plain Tube,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1049,Maharashtra,Mumbai,BIOC013,test_1049,800,C3,2 ml Pericardial Fluid In Plain Tube,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1050,Maharashtra,Mumbai,BIOC012,test_1050,800,C3,2 ml CSF in Sterile Container,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1051,Maharashtra,Mumbai,BIOC011,test_1051,800,C3,2 ml Body Fluid in Sterile Container,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1052,Maharashtra,Mumbai,BIOC010,test_1052,800,C3,2 ml Ascitic Fluid in Sterile Container,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1053,Maharashtra,Mumbai,MICRO-O-001,test_1053,1300,C5,Pus / intrauterine Devices / Exudate / CSF / Pleural Or Other Fluids / Tissue in an Anaerobic Transport Medium,"Microscopy,  MALDITOF-MS",Room Temp,Daily 3 pm,1 Week & Final 3 Weeks
1054,Maharashtra,Mumbai,IMMU-O-003,test_1054,1650,C5,2 ml EDTA Plasma (Collect Between 8-10 am),CLIA,Frozen,Daily 3 pm,Next Day 8 pm
1055,Maharashtra,Mumbai,BIOC-O-010,test_1055,325,C5,2 ml Serum,Spectrophotometry,2 - 8 °C,Daily 3 pm,Next Day 8 pm
1056,Maharashtra,Mumbai,BIOC-O-011,test_1056,600,C5,2 ml Serum,Spectrophotometry,2 - 8 °C,Daily 3 pm,Next Day 8 pm
1057,Maharashtra,Mumbai,BIOC-O-008,test_1057,2400,C5,2 ml Serum,EIA,2 - 8 °C,Mon to Sat 12 pm,Next day 9 pm
1058,Maharashtra,Mumbai,BIOC-O-007,test_1058,600,C5,2 ml Serum,Spectrophotometry,2 - 8 °C,Daily 3 pm,Next Day 8 pm
1059,Maharashtra,Mumbai,CIPA001,test_1059,130,C1,10 ml Spot Urine,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1060,Maharashtra,Mumbai,BIOC-O-005,test_1060,900,C6,2 ml Serum,Enzymatic,2 - 8 °C,Daily 9 am to 8 pm,Same Day 6 Hrs
1061,Maharashtra,Mumbai,BIOC-O-001,test_1061,3400,C8,2 ml CSF in Sterile Container,Enzymatic,2 - 8 °C,Daily 6 pm,5th Day 9 pm
1062,Maharashtra,Mumbai,IMMU-O-068,test_1062,1250,C5,2 ml Serum,Enzymatic,2 - 8 °C,Daily 9 am to 7 pm,Same Day 6 Hrs
1063,Maharashtra,Mumbai,DINUT-O-139,test_1063,3000,C6,3 ml Serum,Immunocap,2 - 8 °C,Wed/ Sat 6 pm,3rd Day 7 pm
1064,Maharashtra,Mumbai,BIOC-O-004,test_1064,3440,C6,"10 ml Aliquot of 24 Hrs. Urine.  10 ml Preservative of 6 M HCL in container, Mention volume",Column Chromatography,2 - 8 °C,Mon & Thu 6 pm,Tue & Fri 10 pm
1065,Maharashtra,Mumbai,SERO-O-003,test_1065,300,C5,3 Blood Spots of heel prick on DBS card,DELFIA,2 - 8 °C,Mon to Fri 3 pm,3rd Day 10 pm
1066,Maharashtra,Mumbai,ELISA001,test_1066,1400,C5,2 ml Serum,CLIA,2 - 8 °C,Mon to Sat 3 pm,Next Day 10 pm
1067,Maharashtra,Mumbai,SERO-O-001,test_1067,4340,C6,"10 ml Aliquot of 24 Hrs. Urine.  10 ml Preservative of 6 M HCL in container, Mention volume",Column Chromatography,2 - 8 °C,Mon & Thu 6 pm,Tue & Fri 10 pm
1068,Maharashtra,Mumbai,SERO010,test_1068,7380,C6,3 ml Serum,Protease Zymogen Colorimetry,2 - 8 °C,Daily 6 pm,Next day 9 pm
